Assessment,Assessment Language,State,District,School,Local ID,State ID,FAST ID,First Name,Last Name,Gender,DOB,Race,Special Ed. Status,Grade,Unnamed: 15,Fall aReading Test Theta,Fall aReading Percentile at School,Fall aReading Percentile at LEA,Fall aReading Percentile at Nation,Fall aReading Risk Level,Fall aReading Final Date,Winter aReading Test Theta,Winter aReading Percentile at School,Winter aReading Percentile at LEA,Winter aReading Percentile at Nation,Winter aReading Risk Level,Winter aReading Final Date,Growth Score from Fall to Winter,School Growth Percentile from Fall to Winter,District Growth Percentile from Fall to Winter,National Growth Percentile from Fall to Winter,Growth Percentile by Start Score from Fall to Winter,Spring aReading Test Theta,Spring aReading Percentile at School,Spring aReading Percentile at LEA,Spring aReading Percentile at Nation,Spring aReading Risk Level,Spring aReading Final Date,Growth Score from Fall to Spring,School Growth Percentile from Fall to Spring,District Growth Percentile from Fall to Spring,National Growth Percentile from Fall to Spring,Growth Percentile by Start Score from Fall to Spring,Growth Score from Winter to Spring,School Growth Percentile from Winter to Spring,District Growth Percentile from Winter to Spring,National Growth Percentile from Winter to Spring,Growth Percentile by Start Score from Winter to Spring,Screening Period 4 aReading Test Theta,Screening Period 4 aReading Percentile at School,Screening Period 4 aReading Percentile at LEA,Screening Period 4 aReading Percentile at Nation,Screening Period 4 aReading Risk Level,Screening Period 4 aReading Final Date,Growth Score from Fall to Screening Period 4,School Growth Percentile from Fall to Screening Period 4,District Growth Percentile from Fall to Screening Period 4,National Growth Percentile from Fall to Screening Period 4,Growth Percentile by Start Score from Fall to Screening Period 4,Growth Score from Winter to Screening Period 4,School Growth Percentile from Winter to Screening Period 4,District Growth Percentile from Winter to Screening Period 4,National Growth Percentile from Winter to Screening Period 4,Growth Percentile by Start Score from Winter to Screening Period 4,Growth Score from Spring to Screening Period 4,School Growth Percentile from Spring to Screening Period 4,District Growth Percentile from Spring to Screening Period 4,National Growth Percentile from Spring to Screening Period 4,Growth Percentile by Start Score from Spring to Screening Period 4,Screening Period 5 aReading Test Theta,Screening Period 5 aReading Percentile at School,Screening Period 5 aReading Percentile at LEA,Screening Period 5 aReading Percentile at Nation,Screening Period 5 aReading Risk Level,Screening Period 5 aReading Final Date,Growth Score from Fall to Screening Period 5,School Growth Percentile from Fall to Screening Period 5,District Growth Percentile from Fall to Screening Period 5,National Growth Percentile from Fall to Screening Period 5,Growth Percentile by Start Score from Fall to Screening Period 5,Growth Score from Winter to Screening Period 5,School Growth Percentile from Winter to Screening Period 5,District Growth Percentile from Winter to Screening Period 5,National Growth Percentile from Winter to Screening Period 5,Growth Percentile by Start Score from Winter to Screening Period 5,Growth Score from Spring to Screening Period 5,School Growth Percentile from Spring to Screening Period 5,District Growth Percentile from Spring to Screening Period 5,National Growth Percentile from Spring to Screening Period 5,Growth Percentile by Start Score from Spring to Screening Period 5,Growth Score from Screening Period 4 to Screening Period 5,School Growth Percentile from Screening Period 4 to Screening Period 5,District Growth Percentile from Screening Period 4 to Screening Period 5,National Growth Percentile from Screening Period 4 to Screening Period 5,Growth Percentile by Start Score from Screening Period 4 to Screening Period 5,Fall Lexile,Winter Lexile,Spring Lexile,Screening Period 4 Lexile,Screening Period 5 Lexile
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,68138,56333,580855,JOSHUA,HANEY,Male,2017-06-28,White,,Six,,540.8218,85.71429,85.71429,81.0,LI,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,78576,42480,877566,STEPHANIE,FROST,Female,2018-07-24,Black or African American,,Six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,89795,88809,118889,SCOTT,MASON,Female,2018-12-29,Black or African American,,Six,,498.64594,28.571428,28.571428,14.0,someRisk,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,21711,93992,227304,RICHARD,WEISS,Male,2016-04-29,Black or African American,,Six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,PERSHING ELEMENTARY,14194,63610,487782,ANGELA,MILLER,Female,2016-03-05,Hispanic/Latino,,Three,,481.66904,59.183674,49.545456,29.0,someRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,64117,95706,396429,BRIAN,THOMAS,Male,2018-02-10,White,,Six,,565.98627,99.42857,99.42857,99.0,LI,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,65652,83652,885144,JUSTIN,TORRES,Female,2016-11-11,Black or African American,,Ten,,550.2606,N/A*,N/A*,55.0,lowRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,19024,18853,678390,CHRISTOPHER,EWING,Female,2016-06-07,Black or African American,,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,32119,17033,557246,ROBERT,KNIGHT,Female,2017-05-02,Black or African American,,Six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,27224,18782,870810,JENNIFER,GRAHAM,Male,2018-01-16,Black or African American,,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,23527,62735,818398,JOSHUA,HAMILTON,Female,2016-03-12,Black or African American,,Six,,492.72177,24,24,9.0,highRisk,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,97196,85654,134649,ELIZABETH,NICHOLS,Male,2019-11-08,Black or African American,,Two,,400.16647,12.068966,10.132158,2.0,highRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR630L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,63017,26590,718478,SARAH,BROWN,Male,2019-04-26,Black or African American,,Ten,,544.87274,N/A*,N/A*,44.0,lowRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,72658,99802,923090,KATHRYN,MCCALL,Female,2018-02-26,White,,Six,,515.94025,57.714287,57.714287,38.0,someRisk,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,96139,64506,758059,JOSEPH,FORD,Male,2019-07-29,Hispanic/Latino,,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,36741,45974,181137,VIRGINIA,YODER,Male,2018-04-06,Black or African American,,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,96876,82324,260143,RACHAEL,ANDERSON,Female,2017-03-09,White,,Six,,557.5519,98.28571,98.28571,98.0,LI,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,71791,20511,467159,JOSEPH,PENA,Male,2019-12-26,Black or African American,,Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,PERSHING ELEMENTARY,55554,65074,470620,JACLYN,BARR,Female,2019-06-25,Black or African American,,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,47014,52782,109707,JACOB,CHANG,Female,2016-08-25,Black or African American,,Three,,506.3336,75.5102,79.545456,72.0,LI,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,80772,19379,345804,DAVE,REYES,Male,2016-11-01,White,,Three,,536.29083,95.918365,98.63636,99.0,LI,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,98687,95883,254892,DAVID,WALKER,Male,2016-02-29,Black or African American,,Six,,479.32513,15.428572,15.428572,5.0,highRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,66780,13376,324907,DENISE,HOGAN,Female,2018-06-16,Black or African American,,Six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,85353,56053,929723,JASMINE,OCHOA,Male,2019-05-25,Black or African American,,Ten,,504.0878,N/A*,N/A*,4.0,highRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,91323,26275,472861,ANNE,THOMAS,Female,2017-02-15,White,,Six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,60768,66484,355358,DANIEL,GOMEZ,Female,2016-05-14,Black or African American,,Six,,511.0101,45.714287,45.714287,29.0,someRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,59919,45030,273136,ADAM,KING,Male,2018-06-19,Multi-Racial,,Six,,545.3722,89.14286,89.14286,90.0,LI,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,77029,63544,534321,JULIA,GARCIA,Male,2016-10-24,Black or African American,,Five,,497.9981,30,28.69955,17.0,someRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,73797,36435,356578,SANDRA,MOORE,Female,2019-07-25,White,,Five,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,12288,83374,326757,JOHN,KELLEY,Male,2018-08-24,Black or African American,,Five,,541.97516,85,91.47982,91.0,LI,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,61649,13814,536526,CHARLES,DIXON,Female,2019-01-17,Hispanic/Latino,,Five,,557.4638,100,99.10314,99.0,LI,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,99737,26384,574603,MEGAN,MACIAS,Male,2019-01-27,Black or African American,,Five,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,73949,39894,612610,JEFFREY,WRIGHT,Male,2019-11-12,Black or African American,,Five,,479.04828,10,13.452915,6.0,highRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,19530,41005,163332,PATRICIA,PHILLIPS,Female,2018-07-04,Black or African American,,Five,,502.22137,36.666668,34.977577,23.0,someRisk,9/3/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,53090,48366,514271,DANA,BRYANT,Male,2018-11-22,Black or African American,,Eleven,,561.0953,84.14634,84.14634,68.0,LI,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,45061,92866,741400,CODY,WOLFE,Female,2018-05-25,White,,Five,,543.73083,88.333336,92.82511,93.0,LI,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,89775,93790,199841,GEORGE,COX,Female,2018-05-04,Multi-Racial,,Five,,501.04984,35,31.838566,21.0,someRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,12794,13160,528103,PHILLIP,TRAN,Female,2016-12-10,White,,Five,,523.76605,71.666664,77.13004,62.0,lowRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,58232,37252,230182,GERALD,SCHNEIDER,Female,2018-01-09,Black or African American,,Five,,446.28894,1.6666666,2.690583,1.0,highRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR225L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,22031,34235,798714,JESSICA,BAKER,Male,2017-05-26,White,,Five,,533.7502,76.666664,86.098656,79.0,LI,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,97212,42606,155918,MICHAEL,WILLIAMS,Female,2019-08-01,White,,Five,,521.42017,65,73.09417,58.0,lowRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,13843,30171,494746,CHRISTOPHER,ADAMS,Male,2019-12-11,Black or African American,,Five,,470.96494,8.333333,10.313901,3.0,highRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,93651,14726,551254,CATHY,BENNETT,Female,2016-10-27,Black or African American,,Five,,543.1049,86.666664,92.37668,92.0,LI,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,44482,49323,242895,LAURA,CRUZ,Female,2017-10-31,Black or African American,,Five,,520.93695,63.333332,72.19731,57.0,lowRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,42833,28696,708975,EDWARD,SINGH,Male,2016-05-06,Black or African American,,Five,,517.8038,53.333332,66.367714,49.0,lowRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,65986,11432,768416,RANDALL,SHAW,Male,2019-11-30,White,,Five,,548.97,93.333336,96.41256,97.0,LI,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,61500,91303,148366,CAMERON,COLLINS,Female,2016-01-07,White,,Six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,52686,16588,546151,MICHAEL,SMITH,Female,2019-11-17,Black or African American,,Six,,528.94415,74.85714,74.85714,60.0,lowRisk,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,30633,56342,889594,JEREMY,MARTINEZ,Male,2017-06-27,White,,Six,,551.6445,94.85714,94.85714,95.0,LI,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,83563,68951,731642,KIMBERLY,JACKSON,Male,2019-07-28,White,,Five,,519.6692,61.666668,70.40359,54.0,lowRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,40214,99075,167044,TONYA,BOWEN,Female,2016-08-04,White,,Six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,43904,67045,764540,ASHLEY,EDWARDS,Female,2017-05-18,Black or African American,,Two,,383.99408,8.620689,7.9295154,1.0,highRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR775L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,27250,74626,633017,DONNA,SMITH,Male,2019-09-04,Black or African American,,Seven,,549.47205,88.02395,88.02395,79.0,LI,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,16960,91002,770101,RACHAEL,SMITH,Female,2016-11-06,Black or African American,,Two,,480.93796,86.206894,74.00881,60.0,lowRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,61951,25959,856428,MICHELE,SHAW,Female,2016-07-08,Black or African American,,Seven,,543.01904,81.437126,81.437126,68.0,lowRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,81439,86221,985635,DEVON,PATRICK,Female,2016-06-28,Black or African American,,Two,,443.5226,37.931034,36.563877,13.0,highRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR245L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,92969,73958,243991,SAMANTHA,MARTINEZ,Male,2017-07-29,Black or African American,,Seven,,471.2898,7.784431,7.784431,2.0,highRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,15991,93811,352680,HEATHER,WALKER,Male,2019-10-26,Black or African American,,Two,,452.95105,48.275864,45.37445,21.0,someRisk,9/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR165L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,18643,40536,750910,ANGELA,BOWMAN,Male,2019-03-23,Multi-Racial,,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,67723,71773,426131,TARA,FOX,Male,2016-08-19,Black or African American,,Two,,475.6261,82.75862,67.84141,50.0,lowRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,67403,60912,446645,AMANDA,HOWELL,Male,2018-02-12,Hispanic/Latino,,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,83356,63207,710597,JOSEPH,CHANG,Male,2016-02-07,Hispanic/Latino,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,56670,74236,561998,BRITTNEY,REED,Female,2017-02-21,Black or African American,,Seven,,505.4701,28.143713,28.143713,10.0,highRisk,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,33615,70325,301797,CRYSTAL,MCDOWELL,Female,2018-06-15,Multi-Racial,,Two,,412.04974,13.793103,13.656387,2.0,highRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR525L,,,,
aReading,Assessment Language,MO,University City School District,PERSHING ELEMENTARY,38466,12544,857107,KAREN,HORN,Male,2017-11-10,Hispanic/Latino,,Four,,460.1311,18.181818,12.690355,4.0,highRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR70L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,59470,32196,542428,SHAWN,MANN,Female,2019-10-30,Black or African American,,Two,,440.53488,34.482758,33.039646,11.0,highRisk,9/12/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR270L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,84407,54073,699685,RONALD,BENNETT,Male,2019-08-23,Black or African American,,Seven,,478.01044,10.179641,10.179641,2.0,highRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210L,,,,
